"name","tweet","retweets","location","created","followers","is_user_verified"
"Harendr65732524","Jodhpur mein food for covid patients... https://t.co/sWgpfnHrSr","0","Indore, India","27-Apr-2021","5","False"
"QEBNA","Here goes another option for home delivery of cooked food for COVID patients located in Kolkata. https://t.co/pMztFyVGHs","1","Kolkata, India","27-Apr-2021","2461","False"
"QEBNA","Here goes additional options for home delivery of cooked food for COVID patients located in and around Kolkata. https://t.co/sFdrlrkuJV","2","Kolkata, India","27-Apr-2021","2461","False"
"polarrfanacc","@DeepuaKahin #Ranchi #Food\n\nContact 7250481236 for free food for Covid patients in \nRanchi\nLunch and Dinner available.\n\nVerified by Ayudh on 27-04-21 @ 11 AM.\n\n#ICLUVerifies","0","","27-Apr-2021","14","False"
"Cric_diary_","#Ranchi #Food\n\nContact 7250481236 for free food for Covid patients in \nRanchi\nLunch and Dinner available.\n\nVerified by Ayudh on 27-04-21 @ 11 AM.\n#ICLUVerifies","2","Honolulu, HI","27-Apr-2021","1232","False"
"leftistcupcake","#Ranchi #Food\n\nContact 7250481236 for free food for Covid patients in \nRanchi\nLunch and Dinner available.\n\nVerified by Ayudh on 27-04-21 @ 11 AM.\n\n#ICLUVerifies","21","🏖️","27-Apr-2021","5999","False"
"mannatmegha","They Supplies food for Covid Patients &amp; for family!\nOnly For #Delhi \n\n#CovidResources #COVIDEmergency2021 https://t.co/B13aWQYDgl","9","🖤of⚓","27-Apr-2021","431","False"
"DeepuaKahin","Anybody helping in #Ranchi with free food for covid patients \n\nPlease share contact.","2","India","27-Apr-2021","1309","False"
"kavi_keshaw","Free Food for covid patients and families...\n\nIn Muzzfarpur... Contact numbers for other districts coming soon..\n\n@Divyaprakas8 https://t.co/6J9L7wF1mj","15","सारण गया समस्तीपुर मधुबनी दरभंगा  वर्धमान दिल्ली चंडीगढ़ मुज़फरपुर","27-Apr-2021","500","False"
"Smile82113069","Dear media instead of panicking us please\nShare how people can avail injections\nArrange for hospital beds\nArrange food for covid patients\nEducate people to get vaccinated.🙏\n#StayStrongIndia \n#SocialMedia \n#NarendraModi \n#BSYediyurappa \n#TV9Kannada \n#publictv \n#TV5 \n#aajtak","0","","26-Apr-2021","0","False"
"QEBNA","https://t.co/FGHZm13t5U\nHere goes an option for home delivery of cooked food for COVID patients of Kolkata who live in Behala, Tollygunge, Jodhpur Park and adjacent areas","1","Kolkata, India","26-Apr-2021","2461","False"
"Ahambhumika","#Delhi Home cooked food for COVID patients at doorstep https://t.co/u8sdSdxRbJ","3","BHOPAL","26-Apr-2021","11736","False"
"sadbixchh","Home cooked Food for covid patients in #Jammu \n1. Rakesh Bhat-\n 9419186326 (Allover Jammu)\n\n 2. Alpana-   7889691198 (Allover Jammu)\n\n 3. Gudia-\n or DM her at @Ridzloveflowers on twitter (For people living near Damana, Bantalab and Muthi Camp Jammu)","4","She/her","26-Apr-2021","10447","False"
"Saurabhcool9","@brijrajsingh .. sir are u providing food for covid patients at sec 121.","0","","26-Apr-2021","1","False"
"SakshiParihar_","🚨 LOCATION : BIKANER, RAJSTHAN\n\nFREE FOOD FOR COVID PATIENTS. \n\nCONTACT : 9588802638, 9696526912\n\nGOOD INITIATIVE ❤️👏 https://t.co/W9MdpKOYNq","2","","26-Apr-2021","516","False"
"Kanimozhiyal","Food for COVID patients. Kindly share. #covidupdate #covidhelp #Coimbatore https://t.co/Im8PLixm21","13","Chennai, India","26-Apr-2021","11590","False"
"MaaRegd","Regularly serving Free Home Made Food for COVID+ Patients &amp; their Families in Chandigarh by Maa Sanstha Trust (R) contact us on 9717500120 Join us.@WHO @Chandigarh2help @VermaaDiksha @DgpChdPolice @SonuSood @nilambariips @iranasodhi @Karan_Gilhotra @vpsbadnore https://t.co/U4DmMbdVaJ","2","India","26-Apr-2021","108","False"
"amitranabjp","@PoonamSharma__ @BJP4Chandigarh has issued a 24x7  helpline no. 8699999599 for any assistance regarding allocation of beds , oxygen, food for Covid patients etc.","0","Chandigarh, India","26-Apr-2021","4297","False"
"itsmeFSL","If you want to order food for #covid patients, you can go to https://t.co/OoXGXP1KEA to connect with tiffin services and restaurants that are offering food. Pass it on!\n\n(You can also register yourself as a service provider here). https://t.co/C24LWZqbeF","1","Noida, India","26-Apr-2021","848","False"
"KocharAastha","Home delivery food for covid patients\nIn Delhi\n+919871440413\nVerfied 3:15 pm\n26/04/2021\n\n#CovidHelp\n#Ventilator\n#OxygenCylinders #CoronavirusIndia\n#DelhiCovid #CovidIndiaInfo\n#CovidResources #food","17","Ghaziabad, India","26-Apr-2021","89","False"
"vaskarhere","2/3\nDelhi Sikh Gurdwara Management Committee (DSGMC) is also offering Langar sewa (food) for COVID patients.\n\nRelax Restaurant in Delhi is offering free meals to people affected by COVID-19 in South Delhi.\n\n#IndiaFightsBack #COVID19India","0","Assam, India","26-Apr-2021","512","False"
"jollynarenkumar","Delhi - Free Food for Covid patients 👇 https://t.co/HrRxnsblF8","0","Mumbai, India","26-Apr-2021","328","False"
"SkSnigdha","#Delhi Free Food for Covid patients https://t.co/Ukglo1MHvd","0","Hyderabad, Lucknow, Noida","26-Apr-2021","379","False"
"Vkaushal_in","Home Made Food for #Covid Patients by Rotary Club of #Jalandhar.\n\nAny Covid patient/s who require home made food, kindly call/whatts app at these numbers -\n\n9855040640\n9336600007\n9815512029","1","India","26-Apr-2021","80","False"
"Suraj_chauhan_1","@bhumipednekar please help to amplify this.\nFree food for covid patients in panchkula. https://t.co/XyI2I6sVrR","3","Chandigarh, India","26-Apr-2021","59","False"
"viren56002","@discoveryplusIN Send these celebrity cooks to Covid Hospitals to cook food for covid patients or prepare tiffins.\nhttps://t.co/H3YFQ5UO2p","0","india","26-Apr-2021","3824","False"
"yoongienthusias","Jatin Tiffin Services in Delhi is providing free food for Covid patients, lunch dinner or both \ncontact - +91 80768 02423\nPLEASE DON'T SPAM unless you need it","65","","26-Apr-2021","831","False"
"follo_me___","Free food for covid patients in #Delhi https://t.co/MSXtzf29fD","0","India","26-Apr-2021","23227","False"
"BJYMforDelhi","Commendable action by @BJYMforDelhi District president @ashish_poonia_ Following the call of @adeshguptabjp ji  @VasuRukharBjp ji \nFor forming Namo Rasoi to distribute food for covid patients and their isolated family\n@Tejasvi_Surya @ManojTiwariMP\n@BJYM\n#BJPDelhiCares #BJYMCares https://t.co/v2r1NUq9fT","48","","26-Apr-2021","650","False"
"Jitende84325100","@FbdMirror Hi any number for free food for covid patients in Ashoka Enclave I Sector 34 Faridabad","0","","26-Apr-2021","8","False"
"indratejreddy","@KolvekarC @Jaswinder_2101 @RahulGandhi @ArvindKejriwal @narendramodi @Mumbai_79 @shinne_tu73901 @GunjankaurAnand @KAMALJE66204180 @DroveCar @APARAJITAPHOEN1 @BaadshahDarvesh @Amandee26050047 @ShikhaJ75928322 My condolences to you sir,  thank you so much for trying your level best for saving the lives of our people. on instagram we are already doing it , many meme pages are sharing all the information and many people are giving free food for covid patients.","0","","26-Apr-2021","2","False"
"satwantrissam","Food for #Covid patients in #Jammu . \n@koushalk @DaughterOfJammu @dineshmanhotra @TheSunnyDua @amitabhmattoo @SargunShukla @SaraHayatShah @sudhirkumar62 @Khushboo_JK @ShrikantS_H @shridhar_ips @arteevsharma @Hakhoo @ivinaysharma @ThusooVinay @nagokay @KawaljitBali @OmarAbdullah https://t.co/Vr8xKGjGqs","3","Jammu, Jammu And Kashmir","26-Apr-2021","525","False"
"Sharing72411551","Hello, if you have verified info about beds, oxygen, ventilator, hospital, medical supplies, food for covid patients in your city please tweet to us. We will update it on https://t.co/8y5z1zoZEd","0","","26-Apr-2021","0","False"
"_rakeshranjan__","Food for Covid patients for free! May try this contact number in the hour of need. https://t.co/PFSomY4py8","0","","26-Apr-2021","0","False"
"InvestBooks","#covidmealsforindia \n\nFree Food for Covid patients and HealthCare workers\n\nhttps://t.co/Uytmv5rYHx\n\nPlace order via whatsapp. \n\nShare more as it can benefit your near and dear ones.","2","India","26-Apr-2021","30438","False"
"DhaorAshni","@chole_bhatoore Hi, which sector? I can connect with a couple of homechefs deljvering food for covid patients in Noida.","0","Delhi","25-Apr-2021","1782","False"
"pandey_shru","Contact @hunnykumar1908 for free food for covid patients in major cities 🙌","11","Nagpur, India","25-Apr-2021","4786","False"
"Rofl_cha_cha","FREE FOOD FOR COVID PATIENTS RANCHI https://t.co/AkJhjPbhRi","0","Google security Zone, USA","25-Apr-2021","105","False"
"puneetabrolbjp","Food for covid patients\nLocation delhi\nLajpat nagar 1,2,3,4,vinobapuri, nehru nagar\n@GautamGambhir @yogitasinghbjp @impreetsbakshi @iVinodBachheti @adeshguptabjp @siddharthanbjp @byadavbjp @dushyanttgautam @alka_gurjar @sambitswaraj https://t.co/VtaNDCQztv","1","delhi","25-Apr-2021","3531","False"
"GayatriiM","Please follow @hunnykumar1908 ‘s tweets for #Food for Covid patients across India. https://t.co/p0W8O1Jyyp","0","Wanderlust ","25-Apr-2021","5359","False"
"v_a_n_r","For #meals #food for #covid patients &amp; their loved ones pan India\n#COVIDEmergency2021\nhttps://t.co/AD4xC8IMoS","0","शक्तिधाम","25-Apr-2021","154","False"
"MannuSingh1401","@aprajita_bihar Hello we need home food for covid patients.\n\nIs home delivery posible","0","","25-Apr-2021","25","False"
"realmuditjain","Food For Covid Patients in Chandigarh. https://t.co/9260cySaQ4","3","India","25-Apr-2021","22275","False"
"itsme_your_himu","Amplyfy \n\n#Delhi food for covid patients \n\n#CovidSOS #CovidIndiaInfo #CovidResources #CovidHelp https://t.co/sM4JqHvd6V","2","India","25-Apr-2021","2597","False"
"puneetabrolbjp","Food for covid patients in delhi.\nTeam @upadhyaysbjp ji https://t.co/KNHqnU9GoN","2","delhi","25-Apr-2021","3531","False"
"RJGaurrav","#Indore: Free food for covid patients.\n\n#IndoreFightsCorona @chanchlmann https://t.co/0kXOhcjnOd","1","Indore, India","25-Apr-2021","1853","False"
"madamanchis","1. Oxygen\n2. Medicine\n3. Bed\n4. Remdesivir\n5. Plasma/ blood\n6. Food for covid patients\n7. Food for covid patients\n8. Crematorium\n\nThese are in great demand now in both Telugu States\n\n#CovidIndia #COVID #COVID19 \n#CovidAP\n#CovidTS","0","India","25-Apr-2021","527","False"
"Rounak18479101","@ambika_Mam\n +919654419922\n\nMeri kitchen \nFood for covid patients North - west delhi. \nVerified","0","Nation❤️","25-Apr-2021","190","False"
"ssup_abhishek","@VasundharaTankh Raising funds for Free Food for Covid patients at Jabalpur. Please help amplify. Thanks. 🙏🏽 https://t.co/ybuWFQ04i0","5","","25-Apr-2021","89","False"
"tanejamainhoon","More resources:\nSurat: https://t.co/8NmbgOn47v\nAll India: https://t.co/VJeRS13UwF\nFree physiotherapy for COVID patients: https://t.co/oVTbH0Ruw0 \nChandigarh: https://t.co/IWqqTf3aNm\nHome Food for COVID patients: https://t.co/L6Uh5R9MEV","40","Mumbai","25-Apr-2021","26130","True"
"manoranjanpegu","Free food for COVID patients in Guwahati. Try to call ahead and give them enough time. https://t.co/3EdAz8k2FW","0","Delhi/Assam","25-Apr-2021","1099","False"
"whoanshuman","#Free #Food for Covid Patients in #Delhi \n\nFree food supply for covid families Delhi: \n\nMobile: 9873648542 Mr. Hemant Gaur may be contacted for supply of food (area wise numbers)\n\n#sos #sosdelhi #Verified https://t.co/awPH91uIOc","4","New Delhi, India","25-Apr-2021","279","False"
"Harshit_g7","@aviralbhat Free food for covid patients.","0","Mumbai, India","25-Apr-2021","3","False"
"Sid_P","Guys this is amazing!  Food for #COVID patients across India.                                              https://t.co/w0mEB9Ai9a  I would urge you to add anyone you know who’s providing food to get added on the platform!  Please amplify. #IndiaFightsCovid #IndiaFightsCOVID19","0","","25-Apr-2021","89","False"
"IneshaSengupta2","+919654419922\n\nMeri kitchen \nFood for covid patients North - west delhi. \nVerified by me\n \n#TaskForceCorona \n\n@PoddarVaishali @Wanderer2112 @madhuri1912 @periwal_ankush","4","","25-Apr-2021","1318","False"
"MiraBhyUpdates","Mira Bhayander COVID Support Resources - Guide\nAll in 1 info related to Helpline Contact, Oxygen Cylinder, Free Food for COVID Patients, Plasma Donation &amp; many more\n\nhttps://t.co/3iNathJElr\n\nSave this post &amp; also Share it with everyone","12","","25-Apr-2021","5790","False"
"RM26807213","@juniorbachchan Abhishek, Lend your helping hands to people in need in terms of medicine,oxygen, setting up mini Hospitals with ICUs or at least home delivery of food for covid patients !Donating money doesnt help much \nThe same goes for @BeingSalmanKhan ,@iamsrk ,@akshaykumar","0","","25-Apr-2021","11","False"
"SonakshiTweets2","food for covid patients 9826268181 verified. Mostly for lunch. Free delivery.\n\n#Lucknow #FoodForPatients\n7678832423 Amit Tiffin Service\nLocation: Lucknow, Gomti Nagar, Indira Nagar\nLunch booking: 10 to 2\nDinner Booking: 3 to 5\n\n#Verified Ayudh at 11, 25/04\n\n#TheICLUSquad https://t.co/WZCUfFC7r0","4","Ajmer|Delhi","25-Apr-2021","1913","False"
"quite_unquiet","food for covid patients 9826268181 verified. Mostly for lunch. Free delivery.\n\n#Lucknow #FoodForPatients\n7678832423 Amit Tiffin Service\nLocation: Lucknow, Gomti Nagar, Indira Nagar\nLunch booking: 10 to 2\nDinner Booking: 3 to 5\n\n#Verified Ayudh at 11, 25/04\n\n#TheICLUSquad https://t.co/RE5h9cI4vV","1","","25-Apr-2021","626","False"
"TheBlackHole_0","food for covid patients 9826268181 verified. Mostly for lunch. Free delivery.\n\n#Lucknow #FoodForPatients\n7678832423 Amit Tiffin Service\nLocation: Lucknow, Gomti Nagar, Indira Nagar\nLunch booking: 10 to 2\nDinner Booking: 3 to 5\n\n#Verified Ayudh at 11, 25/04\n\n#TheICLUSquad https://t.co/YgFX1Nj0CD","1","Event Horizon","25-Apr-2021","2032","False"
"rock7shellu","Guys please contact for free food on below no. 9810923476....\nIt's for Delhi only.\nFood for covid patients and attendees.\n@KapilMishra_IND @TajinderBagga https://t.co/y5FENlf7tX","1","Jaipur, India","25-Apr-2021","2650","False"
"nisha_sharma17","Free food for Covid patients in #bikaner #Rajasthan \n#Verified https://t.co/pturHTaRbh","1","","25-Apr-2021","31","False"
"ICLU_Ind","food for covid patients 9826268181 verified. Mostly for lunch. Free delivery.\n\n#Lucknow #FoodForPatients\n7678832423 Amit Tiffin Service\nLocation: Lucknow, Gomti Nagar, Indira Nagar\nLunch booking: 10 to 2\nDinner Booking: 3 to 5\n\nVerified Ayudh at 11, 25/04\n\n#TheICLUSquad","13","","25-Apr-2021","22013","True"
"Parul_RajeevM","Home cooked food for covid patients #Gurgaon\n at Seema Verma's kitchen \noptions to choose from, priced 150 to 250 INR. To order, you can call/message  on +917838966618 \n@amar_hrhelpdesk https://t.co/K0RBFqiFBt","5","Delhi","25-Apr-2021","1156","False"
"Parul_RajeevM","Home cooked food for #covid patients #Gurgaon\n at Seema Verma's kitchen \noptions to choose from, priced 150 to 250 INR. To order, you can call/message  on +917838966618 \n@amar_hrhelpdesk https://t.co/K0RBFqiFBt","0","Delhi","25-Apr-2021","1156","False"
"SpclMarine","Free #Food for #Covid patients. https://t.co/e7o8MSvZJ7","0","","25-Apr-2021","1289","False"
"Parul_RajeevM","Home cooked food for covid patients #Gurgaon\n at Seema Verma's kitchen \noptions to choose from, priced 150 to 250 INR. To order, you can call/message  on +917838966618 🤍","0","Delhi","25-Apr-2021","1156","False"
"Parul_RajeevM","Home cooked food for covid patients #Gurgaon\n at ambarsari chowk baani square are delivering home style veg and non veg meals starting from 120++. You can call at 98111 70041","1","Delhi","25-Apr-2021","1156","False"
"pratiekrai","Location: Lucknow \n Free food for COVID patients/families on weekends \n\n#CovidIndiaInfo \n\n@Keshu__10 \n@AskAnshul \n@AjiHaaan https://t.co/lXE2szA8fF","0","New Delhi, India","25-Apr-2021","50","False"
"gaurang9007","We have added following new sources for #Rajkot on https://t.co/J4pdlNZ16c\n\nOxygen, \nRT-PCR/ CT Scan,\nSurgical Equipments, \nFood for Covid Patients,\nCovid Care Centres \n\n#GujaratCovidSupport \n@kumarmanish9 @MadhishParikh @IamNDMakwana @AmitHPanchal","40","India","25-Apr-2021","800","False"
"Drsunilsoran","FREE FOOD FOR COVID PATIENTS #JAIPUR #Beds #CovidSOS #CovidHelp https://t.co/DNKLRV2S3m","1","India ","24-Apr-2021","13","False"
"khemariyadrp","@collectorsagar \n@TeenBattiNews\n@sagarcomisioner\n@SPSagarmp\nI can arrange vegetarian food for  covid patients.\nIf required please text me 30 min in advance.\n\n🙏","0","","24-Apr-2021","18","False"
"MaaRegd","Serving Free Home Made Food for COVID+ Patients &amp; their Families in Chandigarh by Maa Sanstha Trust (R) contact us on 9717500120.@nilambariips @Karan_Gilhotra @vpsbadnore @DgpChdPolice @iranasodhi https://t.co/ZT85vy7FFn","16","India","24-Apr-2021","108","False"
"suresh_ediga","Fund raisers, Food for Covid Patients, Doctors providing online consultation (most of them are verified) - can now easily be searched by keywords, city etc - https://t.co/wp1x2FMwRr","4","","24-Apr-2021","2372","False"
"mumbaikar21","@the _chef_justice Re your initiative of food for Covid patients this tweet is for someone who does not have. Twitter ac. So your contact number will help","0","","24-Apr-2021","0","False"
"Gagan4344","Home Made Cooked Food For Covid Patients In Delhi, 9971516084 #CovidIndia #COVIDEmergency2021 #CovidDelhi https://t.co/umHcKg7ttt","0","Chandigarh, India","24-Apr-2021","1587","False"
"simplyvikash","*ॐ श्री आशुतोषाय नम:*\n\n*HOME MADE FOOD FOR COVID+ PATIENTS (No charges)*\nArea for Delivery :- \nDwarka, Raj Nagar, Palam, Mahavir Enclave,\n*Timing for booking-*\n*Lunch Time* - 8.00 to 10.00 AM\n*Dinner Time* -1.00 to   3.00 PM","0","New Delhi, Delhi","24-Apr-2021","54","False"
"tiaraa007","❗NOIDA❗ \n\nFREE FOOD FOR COVID PATIENTS \n\n(VERIFIED)\n\nAMPLIFY!!!\n\n#CovidIndiaInfo https://t.co/eoSyiJlXbq","3","","24-Apr-2021","559","False"
"komorebi_80","#LUCKNOW\n#FOOD FOR COVID PATIENTS\n#AVAILABLE https://t.co/Pj2Nxn465O","2","","24-Apr-2021","1173","False"
"psbanerjee","Home chefs providing food for Covid patients across metros.\n#CovidIndiaInfo https://t.co/cEnVS1AE4b","0","Bangalore, India","24-Apr-2021","166","False"
"itsasawari","#Bangalore #bangalorecovid #food \nFor Covid patients who are under self quarantine.\n@SankethYS @palakzat @apoorva1gupta @notAgainNinad @dulcetchani amplify!!!\n@nalinee020 ❤️ https://t.co/MyJsD2svLq","8","New Delhi, India","24-Apr-2021","85","False"
"fenandme","@SinghArjking8 @nuts2406 I wanted to help in someway &amp; volunteered to provide food for Covid patients. My no is out there. Are you saying that I shouldn't offer help cos men are such disgusting perverts?","0","","24-Apr-2021","172","False"
"howneedy","free food for covid patients in delhi https://t.co/P9mZvSZoyd","1","fan acc ♡ selenophile 🌙","24-Apr-2021","9848","False"
"AbhirajGupta_55","@nistula Rather they should be asked to prepare food for covid patients or help them in getting beds or/and oxygen cylinders if they have so much time. What do you suggest?","0","Delhi India","24-Apr-2021","30","False"
"sadiafz","It's so sad to see people are getting harassed in these times when all they're doing is help.\nCalled to few people who are providing food for covid patients and it's so sad to know people are being mean to them.\nThey're doing all they can, please be kind.","8","","24-Apr-2021","362","False"
"Dimpzz10","Thanks to all who donated and shared this. You're little help will be huge help for COVID patients here in India. Milaap NGO will provide oxygen cylinders, medicines, injections and food for COVID patients, please help if you can. 🙏🏻💜\n\ndonation link: [ https://t.co/gl4oRxk21T ] https://t.co/QHDkzrGR8R","19","🇮🇳 ","24-Apr-2021","6962","False"
"dhoopchhaon","Please note. #Delhi Food for Covid patients. https://t.co/jr5OciPWkK","0","भारत","24-Apr-2021","618","False"
"nisha_sharma17","Free food for covid patients/their families in Bhilwara Rajasthan. \nPlease share. \n#Verified  #bhilwara  #Rajasthan https://t.co/CDE7mkkQzs","5","","24-Apr-2021","31","False"
"agri_nirmal","#indore\n\nFood for Covid Patients https://t.co/v2Q7wW0J6m","2","","24-Apr-2021","191","False"
"seema_g67","@zomatoin @swiggy_in \nDo you have any facility for providing healthy food for Covid patients living in Delhi? Pls respond","0","","24-Apr-2021","79","False"
"DevMankar5","@Reza_Ali20 @Tiny_Dhillon @SinghNavdeep @amritabhinder @harbhajan_singh @ActorMadhavan @rsrobin1 @RandeepHooda @ImtiazMadmood @MandeepBajwa @AdityaRajKaul @kayjay34350 It's really nice work delhi gurudwara is doing to provide free food for covid patients at door steps this is the symptoms of kindness and honesty towards the people's suffering from this pandemic situation.\nAppreciation is must for this work @ActorMadhavan\n❤️🌟🇮🇳","5","Pune Maharashtra ","24-Apr-2021","17","False"
"gwaliormerijaan","#COVIDEmergency2021 #gwalior\n#helpinghand\n\nHome made food for covid patients in GWALIOR https://t.co/K4z65038vd","2","","24-Apr-2021","13","False"
"JittendraJain","Feel Good News Story: Balaghat youngsters prepare food for COVID patients https://t.co/DXKVeth0eG via @YouTube","0","","24-Apr-2021","3","False"
"theglowingedge","#Faridabad Only\n\nPure vegetarian food for #COVID patients. Free #HomeDelivery \n\nContact: 9667475118 , 9817746900\n\n#Verified","0","","23-Apr-2021","52","False"
"aakansha1310","@brijrajsingh hello. Do you know someone who can deliver food for covid patients living in sector 120, noida. ? Pls tell me. It's for my sister.  🙏🙏🥺","0","","23-Apr-2021","12","False"
"FatimaDar_jk","Delhi being the worst hit city right now, Gurudwaras there, are providing free food for #Covid patients at their door steps.\n\nSalute to their spirit🙏\n\n@Tiny_Dhillon @kayjay34350 @amritabhinder @LtGenGurmit @TejinderSsodhi https://t.co/3NJdxpKLy1","9","","23-Apr-2021","2005","False"
"mygardenoflily","Food for Covid Patients. Share. \n\n#CovidHelp https://t.co/jwHcpCf3Rs","35","New Delhi, India","23-Apr-2021","4278","False"
"AIPWAANI5","Delhi being the worst hit city right now, Gurudwaras here are providing free food for #Covid patients at their door steps.\nJust wow❤️\n\nHang in there peeps, everything will be okay\n https://t.co/RvxNpyaKPB","0","","23-Apr-2021","142","False"
"UnfriendlyPei","Around Anna Nagar, Mogappair, Ambattur, and Padi, Lakshana Caterers are delivering food for COVID patients isolating at home. They supply all 3 meals and can be contacted at 9840972742 \n\n#COVIDHelp #Chennai #COVID19chennai","68","","23-Apr-2021","1010","False"
"iprachi_singh","#Delhi #Dwarka \n\nFood for Covid patients\n\n@gurruchoudhary @SonuSood @ipskabra @DelhiPolice @aajtak @tehseenp \n\nPlease amplify\n\n#CovidIndiaInfo https://t.co/ebvC7m22yR","2","Rajasthan, India","23-Apr-2021","284","False"
"SoumyajitWrites","Home delivery of food for COVID patients in Kolkata #KolkataCovidCare https://t.co/czASZ4L2uH","1","Kolkata, India","23-Apr-2021","2066","False"
"InduRaj43401457","We are providing free food for covid patients https://t.co/1TrOnBi2qr","0","","23-Apr-2021","0","False"
"rainamohit9","Delhi being the worst hit city right now, Gurudwaras here are providing free food for #Covid patients at their door steps.\nJust wow❤️\n\nHang in there peeps, everything will be okay https://t.co/4lA4cEQbnC","0","Jammu & Kashmir","23-Apr-2021","6","False"
"Pradeep02833334","@PrabhuNs_ @thimanshut @thimanshut sir is there any NGO who is delivering food for COVID patients 🙏🙏🙏1 of family at Sikandara need it most","0","Agra, India","23-Apr-2021","55","False"
"Pradeep02833334","@thimanshut sir is there any NGO who is delivering food for COVID patients 🙏🙏🙏1 of family at Sikandara need it most","0","Agra, India","23-Apr-2021","55","False"
"babroowahen","@authoramish @TVMohandasPai Well said. \n\nI am also under the symptoms sicne Sunday, no one is coming for RTPCR Test also, even on arogya setu app ..\n\nBut as soon as I get ok , I will surely make food for covid patients and serve them near hospitals ..","0","Sanatan Prithvi","23-Apr-2021","946","False"
"chanchlmann","#covidinfo\n#food for covid patients \nLocation: Indore https://t.co/zuus8q5QSX","9","","23-Apr-2021","307","False"
"meghaonthemove","Good food for covid patients catering from Kalkaji. #westdelhi #centraldelhi #covidfood #CovidIndia #delhi https://t.co/v3ToF7FFEL","6","Perth, Western Australia","23-Apr-2021","17416","False"
"Prasannago1","From night 9pm to monday 6am weekend curfew implied. Plan according no @KSRTC_Journeys,@BMTC_BENGALURU and even @MetroBangalore stay safe everyone !!! For free healthy food. For covid patients DM https://t.co/XcvtCRJ5s9","0","Bengaluru, India","23-Apr-2021","331","False"
"rupiiism","SELF VERIFIED | Delhi \n\n➡️ Food for Covid Patients and Dependents \n➡️ Currently serving in Sarvodaya Enclave and Adhchini https://t.co/HnxYy6phi6","4","India","23-Apr-2021","2380","False"
"vikashy18","Free food for covid patients.\n\nFor order please feel free to call or message - \n8840237228\n\nYour order will be delivered the very next day of your bookings.\nLunch and dinner both.\n\nPlease Amplify 🙏\n#CovidResources","17","New Delhi","23-Apr-2021","2484","False"
"shirinmehrotra","I'm so grateful for @GustobySanhita for taking care of me for past few days, but can't stress her out either. She's already doing so much (Btw she's making food for Covid patients on 'pay as you can basis' if you can figure out pickup)","0","dar-b-dar","23-Apr-2021","8453","False"
"cloudwhine","Delivering food for covid patients :\n\nStrictly vegetarian. \n₹ = 100/- \nContact : 8920397969\n\nORDER ONE DAY IN ADVANCE \n\n#Verified #Meals #Food #Noida","24","New Delhi, India","23-Apr-2021","4724","False"
"cloudwhine","GURUDWARA SECTOR 18 NOIDA IS PROVIDING FREE FOOD FOR COVID PATIENTS. \n\nPersonally verified. \n#noida #food","14","New Delhi, India","23-Apr-2021","4724","False"
"heyyyaks","#Delhi Free #Food for #Covid patients.\n~ @imasmit\n\nhttps://t.co/8V42q1cRvZ","0","This astounding Universe","23-Apr-2021","57","False"
"shreyaa_drdz","Free Food for covid patients in Indore📌 https://t.co/lVyMefB4Ty","1","blessed with the best ","23-Apr-2021","67","False"
"rajatsahnii","Request you to partner with cloud kitchens and provide lite food for COVID patients isolating at home. @swiggy_in @zomatoin 🙏","0","Delhi","23-Apr-2021","4","False"
"mnsingh06","Healthy homemade food for covid patients only. #homedelivery in #Patna https://t.co/ZcOZF20mFY","11"," Bihar","23-Apr-2021","541","False"
"SayeedaRayyan","Food for Covid patients in Noida, Ghaziabad, Delhi, Gurgaon https://t.co/XVYCsi8HBQ","1","","23-Apr-2021","110","False"
"rachanamohan","#Bangalore folks - #food for #covid patients https://t.co/oHSvzh4TiL","2","Bengaluru, India","23-Apr-2021","215","False"
"zindagiiksuffer","Hi, any leads on people providing homemade food for COVID patients in Chennai? \n\nPlease let me know of #verified contacts. Thanks. \n\n#COVIDEmergency2021 #covidchennai","1","Kolkata, West Bengal","23-Apr-2021","240","False"
"lilavacadoe","Free food for covid patients. WEST AND SOUTH DELHI. https://t.co/hwYs6LnwUe","149","jesse stan","23-Apr-2021","4422","False"
"hemalisodhi","@RafiRedefined Some more NCR contacts for food for COVID patients:  (and will look for more and send if these don’t work out): Ashwani Shroff Food\n+91 98990 09779\nDharam Veer Life Circle\n+91 92053 92073\nGourmet Kitchen\n+9560520606 (Riuchi)\nRuchi Chadha\n9910523717","4","New Delhi","23-Apr-2021","1648","False"
"rachanamohan","DELHI Folks - FOOD for Covid patients who are living alone and are recovering at home https://t.co/EMOr6Ssq7s","2","Bengaluru, India","22-Apr-2021","215","False"
"Deveshb15","Home cooked food for covid patients 👇 https://t.co/z6Zf5TXEYE","0","Mumbai, India","22-Apr-2021","1082","False"
"DearTaebear","@616soldat Adding this IG profile they are giving information about all types of help that people are providing from oxygen, plasma, medicines to even food for covid patients.\nhttps://t.co/excPe8tetX\nForward this please so it can reach many people","0","She/her || OT7 || ","22-Apr-2021","124","False"
"Soniasarpal1","@ChefKunalKapur Now a days you should make videos on healthy  and immunity boosting food for covid patients. #IndiaFightsCOVID19 #Oxygen","0","New Delhi, India","22-Apr-2021","9","False"
