"time","user_id","name","tweet","retweets","location","created","followers","is_user_verified"
"2009-08-12 04:34:11","64938003","Meenaxi_r","@SonuSood can u try and collaborate for paying and arranging for food  for covid patients and their families esp in rural areas? I am sure many outside india like me would love to help virtually where possible.","0","London","22-Apr-2021","111","False"
"2012-04-02 07:10:04","543268023","vgautam76","@alok_bhatt ji is there anyone providing home made hygenic food for Covid patients. Need near   kali mata mandir, Raipur road, Dehradun","0","Land of Vedic scientists","22-Apr-2021","61","False"
"2010-06-02 14:49:13","151072063","Rajini_rao63","Reaching out to #Bangaloreans who may need Homecooked food for #Covid patients at home and under Quarantine. Do check your locations. #CovidHelp https://t.co/4P6TUrAAHo","6","Bengaluru South, India","22-Apr-2021","1366","False"
"2017-10-03 11:52:13","915182698896826370","_guptashubham","Have done the below till now.\n\n    1. [Ventilators] https://t.co/MUcCOgTLnq\n    2. [Mumbai, delivering food for Covid patients] https://t.co/nfS4rWeC7A \n    3. [Ventilators at a hospital at Landour] https://t.co/niyE1jI8PZ\n    4. [Ration Distribution] https://t.co/CAlMAKq3Yq https://t.co/BDATUc4vDw","4","New Delhi, India","22-Apr-2021","41","False"
"2010-05-09 13:17:15","141937903","hbakshi2","What sticker I should use to deliver food for COVID patients @MumbaiPolice","0","Mumbai, India","22-Apr-2021","8","False"
"2020-03-26 08:34:09","1243093811426885635","km235560","Where is the national media @ZeeNewsEnglish @republic @ABPNews look Khalistani are distributing food for covid patients. \n\nWe are making every effort to feed our nation. Shame on the media for defaming farmers protest and Sikh community \n\n#FarmersProtest https://t.co/5In6Y1ugHe","1","","22-Apr-2021","1320","False"
"2009-10-28 12:33:31","85807073","thecommonman__","Someone has put this google doc with contact info of Covid food delivery for those who are in home quarantine. It has details for all states... you can filter on TN... it has Chennai and Coimbatore details\nhttps://t.co/FgY4wpdauK","50","யாதும் ஊரே...யாவரும் கேளிர்","26-Apr-2021","69972","False"
"2010-10-13 00:01:16","201946264","gabrielpiemonte","I want to talk about food delivery. Everyone has a different experience, so I'm not trying to tell anyone what to do, but when I couldn't get down my stairs because COVID, food delivery went from a luxury to a necessity. I ran into a range of service. Some places were great. Some","3","Chicago, IL","25-Apr-2021","2725","False"
"2010-01-06 09:34:06","102325235","rajeevbisht","Covid Food Delivery in Haridwar???\n\nPls share the detail asap \n\n🙏🏾🙏🏾 https://t.co/3fuC6FKRzw","0","India","24-Apr-2021","806","False"
"2019-01-11 16:55:38","1083769412144910336","newsflashhub","Zomato Starts Emergency Feature For COVID Food Delivery, Twitter Approves \nhttps://t.co/f0TgeN7Vxf... https://t.co/YugUAEHibT","0","India","24-Apr-2021","30","False"
"2020-08-04 03:17:14","1290486803477061632","SahilBh85275434","Any covid food delivery in #rishikesh ? \nTheir whole family is #COVID +ve.. \n@INCUttarakhand @UTDBofficial @MygovU @SevadalUKP @SonuSood @COVIDNewsByMIB @covid19indiaorg #HELP #CovidResources https://t.co/QzIlniRLjA","0","","23-Apr-2021","1","False"
"2018-10-23 14:22:08","1054739753952837632","amanlimje","Zomato Starts Emergency Feature For COVID Food Delivery, Twitter Approves\n\n#food #COVID19India","0","Pune, India","23-Apr-2021","130","False"
"2019-07-24 15:13:31","1154046961684664323","CrosslinkerAi","Zomato Starts Emergency Feature For COVID Food Delivery, Twitter Approves - NDTV Food https://t.co/1vyzM6Zq18 CROSSLINKER","0","Sunnyvale, CA","22-Apr-2021","156","False"
"2019-12-02 17:29:02","1201553579309273088","Pehal_News","Zomato Starts Emergency Feature For COVID Food Delivery, Twitter Approves https://t.co/jEMmpokBER","0","","22-Apr-2021","467","False"
"2018-05-14 04:29:36","995883804257480704","ltravel395","Zomato Starts Emergency Feature For COVID Food Delivery, Twitter Approves https://t.co/dFjMlAv5NS","0","Midnapur ","22-Apr-2021","60","False"
"2019-09-26 11:07:20","1177177142687195136","MuxHereNow","#Uttarakhand #jammu #Kashmir #shimla #goa #Hyderabad #Nashik #pune #mumbai #Guwahati #Nagaland #kohima\nNDTV Food: #Zomato Starts Emergency Feature For COVID Food Delivery, Twitter Approves.\nhttps://t.co/nZcusmxtQo\n\nvia @GoogleNews","14","HereNow","22-Apr-2021","981","False"
"2020-08-19 08:01:53","1295994348257988608","IndNews7","Zomato Starts Emergency Feature For COVID Food Delivery, Twitter Approves https://t.co/8ObM8n6HEZ","0","India","22-Apr-2021","13","False"
"2010-11-24 12:06:09","219273338","NDTVFood","Zomato Starts Emergency Feature For COVID Food Delivery, Twitter Approves\nhttps://t.co/jtLJpDV3Uu\n#zomato #delivery","2","","22-Apr-2021","593868","True"
"2020-01-14 07:26:48","1216984896356286464","nupoorvibhandik","If anybody wants home cooked food (COVID nutrition) then Daily Dash can deliver through their app. They're delivering across the Nashik city. #Nashik #StayHome\n\nDownload the app for more info :)\nhttps://t.co/nwVgZHQiFO","2","Nashik, India","26-Apr-2021","4","False"
"2020-01-14 07:26:48","1216984896356286464","nupoorvibhandik","If anybody wants home cooked food (COVID nutrition) then Daily Dash can deliver through their app. They're delivering across the Nashik city. #Nashik #StayHomeStaySafe\n\nCheck it out for more info :)\nhttps://t.co/Flb3kNuS4l","7","Nashik, India","23-Apr-2021","4","False"
